,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
1990,-29.75304,-51.09177,400,1208,1208,2018-06-11
1991,-29.75304,-51.09174,300,1208,1216,2018-06-13
1992,-29.75303,-51.09173,400,1200,1208,2018-06-11
1993,-29.75303,-51.09176,300,1216,1216,2018-06-13
1994,-29.75303,-51.09166,300,1200,1208,2018-06-13
1995,-29.75303,-51.09168,300,1208,1208,2018-06-13
1996,-29.75302,-51.09173,300,1200,1208,2018-06-13
1997,-29.75302,-51.09173,300,1200,1208,2018-06-13
1998,-29.75302,-51.09164,300,1200,1208,2018-06-13
1999,-29.75301,-51.09176,400,1200,1216,2018-06-11
2000,-29.75301,-51.09175,400,1200,1216,2018-06-11
2001,-29.75301,-51.09167,300,1200,1240,2018-06-13
2002,-29.75301,-51.09168,300,1216,1304,2018-06-13
2003,-29.753,-51.09167,300,1200,1208,2018-06-13
2004,-29.75297,-51.09173,400,1200,1208,2018-06-11
2005,-29.75296,-51.09173,400,1200,1192,2018-06-11
2006,-29.75296,-51.09169,400,1200,1232,2018-06-11
2007,-29.75295,-51.09177,300,1200,1200,2018-06-11
2008,-29.75294,-51.09168,300,1200,1208,2018-06-11
2009,-29.75294,-51.09173,300,1200,1208,2018-06-11
2010,-29.75294,-51.09172,300,1200,1208,2018-06-11
2011,-29.75293,-51.09174,300,1200,1208,2018-06-11
2012,-29.7529,-51.09179,300,1208,1216,2018-06-13
2013,-29.75289,-51.09179,300,1208,1200,2018-06-13
2014,-29.75286,-51.09178,300,1200,1200,2018-06-13
2015,-29.75285,-51.09175,300,1208,1208,2018-06-13
2016,-29.7528,-51.09226,300,1288,1288,2018-05-17
2017,-29.7528,-51.09218,400,1200,1224,2018-05-17
2018,-29.75278,-51.09219,400,1200,1232,2018-05-17
2019,-29.75278,-51.09215,400,1200,1224,2018-05-17
2020,-29.75277,-51.0922,400,1280,1312,2018-05-17
2021,-29.75277,-51.09229,300,1304,1296,2018-05-17
2022,-29.75275,-51.09222,300,1200,1200,2018-05-17
2023,-29.75275,-51.09222,300,1200,1200,2018-05-17
2024,-29.75275,-51.09221,300,1192,1208,2018-05-17
2025,-29.75274,-51.09222,300,1192,1200,2018-05-17
2026,-29.75274,-51.09224,300,1200,1240,2018-05-17
2027,-29.75272,-51.09213,400,1200,1208,2018-05-17
2028,-29.75272,-51.09225,300,1200,1216,2018-05-17
2029,-29.75271,-51.09215,300,688,832,2018-05-18
2030,-29.75271,-51.09213,400,1200,1208,2018-05-17
2031,-29.75271,-51.09224,300,1200,1208,2018-05-17
2032,-29.75271,-51.09221,300,1248,1248,2018-05-17
2033,-29.75271,-51.09214,400,1200,1224,2018-05-17
2034,-29.7527,-51.09226,300,1208,1216,2018-05-17
2035,-29.75269,-51.09213,300,1080,888,2018-05-18
2036,-29.75269,-51.0922,300,1200,1208,2018-05-17
2037,-29.75269,-51.09216,400,1200,1208,2018-05-17
2038,-29.75268,-51.09217,300,992,1144,2018-05-18
2039,-29.75268,-51.09222,300,1200,1208,2018-05-17
2040,-29.75267,-51.09217,300,1200,1208,2018-05-18
2041,-29.75266,-51.09213,300,1144,1192,2018-05-18
2042,-29.75266,-51.09219,300,1200,1200,2018-05-17
2043,-29.75266,-51.09218,300,1144,1176,2018-05-17
2044,-29.75262,-51.09223,300,1200,1200,2018-05-18
2045,-29.7526,-51.09214,300,1208,1224,2018-05-16
2046,-29.75258,-51.09218,400,1200,1200,2018-05-16
2047,-29.75258,-51.09216,300,1208,1216,2018-05-16
2048,-29.75258,-51.09222,300,1208,1240,2018-05-15
2049,-29.75257,-51.09217,400,1208,1224,2018-05-16
2050,-29.75257,-51.09216,300,1208,1216,2018-05-16
2051,-29.75256,-51.09218,300,1208,1176,2018-05-16
2052,-29.75256,-51.09217,400,1200,1224,2018-05-16
2053,-29.75256,-51.09214,300,1200,1208,2018-05-16
2054,-29.75255,-51.09213,400,1200,1208,2018-05-16
2055,-29.75255,-51.09218,300,1296,1264,2018-05-16
2056,-29.75255,-51.09223,300,1216,1216,2018-05-15
2057,-29.75254,-51.09215,300,1208,1240,2018-05-16
2058,-29.75254,-51.09216,300,1208,1232,2018-05-16
2059,-29.75254,-51.0921,300,1200,1216,2018-05-16
2060,-29.75253,-51.09217,300,1208,1216,2018-05-16
2061,-29.75253,-51.09217,300,1200,1224,2018-05-16
2062,-29.75253,-51.09219,300,1208,1232,2018-05-16
2063,-29.75253,-51.09218,300,1208,1216,2018-05-16
2064,-29.75253,-51.0922,300,1200,1208,2018-05-16
2065,-29.75253,-51.09209,300,1208,1176,2018-05-15
2066,-29.75252,-51.09217,300,1208,1224,2018-05-16
2067,-29.75251,-51.09216,300,1200,1224,2018-05-16
2068,-29.75251,-51.0921,300,1208,1208,2018-05-16
2069,-29.75251,-51.09223,300,1200,1184,2018-05-15
2070,-29.75249,-51.09214,300,1200,1192,2018-05-16
2071,-29.75249,-51.09219,300,1200,1224,2018-05-16
2072,-29.75249,-51.09212,300,1208,1208,2018-05-16
2073,-29.75248,-51.09217,300,1200,1200,2018-05-16
2074,-29.75248,-51.09212,300,1216,1216,2018-05-16
2075,-29.75248,-51.09215,300,1208,1200,2018-05-16
2076,-29.75248,-51.09211,400,1208,1216,2018-05-17
2077,-29.75247,-51.09215,300,1208,1208,2018-05-16
2078,-29.75247,-51.09217,300,1208,1208,2018-05-15
2079,-29.75247,-51.09215,300,1200,1208,2018-05-15
2080,-29.75246,-51.09211,300,1216,1280,2018-05-16
2081,-29.75246,-51.09216,400,1184,1208,2018-05-16
2082,-29.75245,-51.09217,300,1208,1200,2018-05-16
2083,-29.75245,-51.09213,400,1184,1208,2018-05-16
2084,-29.75245,-51.09213,400,1208,1224,2018-05-16
2085,-29.75244,-51.09219,300,1208,1208,2018-05-15
2086,-29.75244,-51.09223,300,1208,1216,2018-05-15
2087,-29.75244,-51.0923,300,1224,1224,2018-05-15
2088,-29.75244,-51.09222,300,1208,1208,2018-05-15
2089,-29.75243,-51.0922,300,1200,1216,2018-05-16
2090,-29.75243,-51.09218,300,1200,1240,2018-05-15
2091,-28.98462,-49.42302,500,528,512,2019-02-19
2092,-28.98459,-49.42304,400,520,488,2019-02-20
2093,-28.98459,-49.42294,400,528,512,2019-02-19
2094,-28.98458,-49.42304,500,536,528,2019-02-19
2095,-28.98457,-49.42292,400,536,520,2019-02-19
2096,-28.98456,-49.42306,400,504,456,2019-02-20
2097,-28.98455,-49.42291,400,512,488,2019-02-20
2098,-28.98455,-49.42294,400,544,480,2019-02-20
2099,-28.98455,-49.42289,400,536,512,2019-02-19
2100,-28.98455,-49.42308,500,536,504,2019-02-19
2101,-28.98453,-49.42287,400,544,528,2019-02-19
2102,-28.98452,-49.4231,400,504,480,2019-02-20
2103,-28.98452,-49.42296,400,536,512,2019-02-19
2104,-28.98451,-49.42309,500,520,472,2019-02-19
2105,-28.98451,-49.42295,400,520,488,2019-02-19
2106,-28.98451,-49.42284,400,512,504,2019-02-19
2107,-28.98451,-49.42311,500,520,472,2019-02-19
2108,-28.98449,-49.42312,400,512,456,2019-02-20
2109,-28.98449,-49.42296,400,520,504,2019-02-19
2110,-28.98449,-49.42298,400,536,528,2019-02-19
2111,-28.98448,-49.42285,400,528,496,2019-02-20
2112,-28.98448,-49.42296,400,536,512,2019-02-20
2113,-28.98447,-49.42313,400,544,520,2019-02-20
2114,-28.98447,-49.42296,400,536,480,2019-02-20
2115,-28.98446,-49.42295,400,536,504,2019-02-20
2116,-28.98446,-49.42289,500,520,488,2019-02-18
2117,-28.98445,-49.42298,400,520,480,2019-02-20
2118,-28.98445,-49.42292,500,536,520,2019-02-18
2119,-28.98444,-49.42283,500,512,488,2019-02-18
2120,-28.98444,-49.42315,400,520,464,2019-02-19
2121,-28.98444,-49.42293,400,528,496,2019-02-19
2122,-28.98444,-49.42287,400,528,528,2019-02-19
2123,-28.98443,-49.42315,400,520,528,2019-02-20
2124,-28.98443,-49.42285,400,512,480,2019-02-20
2125,-28.98443,-49.42287,500,528,520,2019-02-18
2126,-28.98442,-49.42281,500,552,528,2019-02-18
2127,-28.98442,-49.42312,400,520,488,2019-02-19
2128,-28.98441,-49.42283,500,528,512,2019-02-18
2129,-28.98441,-49.42286,500,520,480,2019-02-18
2130,-28.98441,-49.42282,500,520,496,2019-02-18
2131,-28.98441,-49.42277,500,528,528,2019-02-18
2132,-28.98441,-49.42286,500,528,528,2019-02-19
2133,-28.98441,-49.42289,500,520,504,2019-02-19
2134,-28.9844,-49.4228,500,536,520,2019-02-18
2135,-28.9844,-49.42288,500,520,488,2019-02-18
2136,-28.98439,-49.42285,500,536,520,2019-02-18
2137,-28.98439,-49.42306,400,544,544,2019-02-19
2138,-28.98438,-49.42296,500,536,488,2019-02-18
2139,-28.98438,-49.42308,400,536,528,2019-02-19
2140,-28.98437,-49.4229,500,520,512,2019-02-19
2141,-28.98437,-49.42301,400,512,480,2019-02-19
2142,-28.98436,-49.42287,500,528,504,2019-02-18
2143,-28.98436,-49.423,400,512,480,2019-02-19
2144,-28.98436,-49.42283,500,520,480,2019-02-19
2145,-28.98436,-49.42287,500,528,512,2019-02-19
2146,-28.98435,-49.42291,500,536,512,2019-02-18
2147,-28.98435,-49.4229,500,520,496,2019-02-18
2148,-28.98435,-49.42294,500,504,472,2019-02-19
2149,-28.98434,-49.4229,500,520,328,2019-02-18
2150,-28.98434,-49.42298,500,520,488,2019-02-18
2151,-28.98433,-49.42289,500,536,512,2019-02-18
2152,-28.98433,-49.42292,500,528,520,2019-02-18
2153,-28.98433,-49.42281,500,528,512,2019-02-18
2154,-28.98433,-49.42285,500,520,488,2019-02-18
2155,-28.98433,-49.42284,500,528,488,2019-02-19
2156,-28.98432,-49.42289,500,512,504,2019-02-18
2157,-28.98432,-49.42281,500,528,472,2019-02-19
2158,-28.98432,-49.42285,500,552,312,2019-02-19
2159,-28.98432,-49.42286,400,536,512,2019-02-19
2160,-28.98432,-49.42297,400,520,504,2019-02-19
2161,-28.98431,-49.42293,500,520,480,2019-02-18
2162,-28.98431,-49.42291,500,528,504,2019-02-18
2163,-28.98429,-49.42293,500,544,504,2019-02-18
2164,-28.98428,-49.42295,400,520,520,2019-02-19
2165,-28.98428,-49.42289,500,552,496,2019-02-19
2166,-28.98427,-49.42287,500,528,528,2019-02-18
2167,-28.98426,-49.42282,500,528,520,2019-02-18
2168,-28.98426,-49.42267,500,512,504,2019-02-18
2169,-28.98421,-49.42278,400,528,464,2019-02-19
2170,-28.91406,-49.65609,400,1008,1008,2019-11-12
2171,-28.91404,-49.65608,400,1024,168,2019-11-12
2172,-28.91387,-49.6562,400,984,1000,2019-11-12
2173,-28.81124,-49.36991,500,608,640,2020-02-04
2174,-28.81112,-49.3717,500,608,624,2020-02-04
2175,-28.81112,-49.3717,500,616,624,2020-02-04
2176,-28.81108,-49.37019,500,608,616,2020-02-03
2177,-28.81108,-49.37019,500,608,624,2020-02-03
2178,-28.81108,-49.37019,500,608,624,2020-02-03
2179,-28.81108,-49.37019,500,608,616,2020-02-03
2180,-28.81104,-49.37101,500,608,616,2020-02-04
2181,-28.81094,-49.37076,500,608,632,2020-02-04
2182,-28.81085,-49.37056,500,608,616,2020-02-04
2183,-28.81082,-49.36991,500,704,736,2020-02-03
2184,-28.81081,-49.37084,500,608,616,2020-02-04
2185,-28.81077,-49.36987,500,672,672,2020-02-03
2186,-28.81076,-49.37018,500,608,624,2020-02-05
2187,-28.81075,-49.36946,500,656,672,2020-02-05
2188,-28.81073,-49.37022,500,608,624,2020-02-04
2189,-28.8107,-49.37068,500,608,632,2020-02-03
2190,-28.8107,-49.3697,500,608,624,2020-02-04
2191,-28.81068,-49.36989,500,608,640,2020-02-04
2192,-28.81068,-49.36979,500,608,632,2020-02-04
2193,-28.81067,-49.36959,500,608,616,2020-02-05
2194,-28.81067,-49.36984,500,608,624,2020-02-05
2195,-28.81065,-49.37002,500,608,640,2020-02-05
2196,-28.81063,-49.37031,500,608,616,2020-02-04
2197,-28.81061,-49.36957,500,608,656,2020-02-04
2198,-28.81059,-49.3698,500,616,632,2020-02-04
2199,-28.81058,-49.36969,500,696,712,2020-02-03
2200,-28.81057,-49.36985,500,608,616,2020-02-05
2201,-28.81055,-49.36966,500,696,704,2020-02-03
2202,-28.81055,-49.36977,500,608,624,2020-02-03
2203,-28.81054,-49.3697,500,696,704,2020-02-03
2204,-28.81053,-49.36982,500,608,632,2020-02-03
2205,-28.81053,-49.36976,500,608,616,2020-02-04
2206,-28.81048,-49.36959,500,608,616,2020-02-04
2207,-28.81046,-49.3703,500,608,616,2020-02-04
2208,-28.81045,-49.36993,500,976,976,2020-02-05
2209,-28.81045,-49.36992,500,608,624,2020-02-04
2210,-28.81042,-49.36985,500,608,632,2020-02-03
2211,-28.81038,-49.36989,500,608,640,2020-02-05
2212,-28.81038,-49.37005,500,600,624,2020-02-05
2213,-28.81038,-49.37005,500,616,632,2020-02-05
2214,-28.8103,-49.36981,500,608,608,2020-02-05
2215,-28.81024,-49.36969,500,608,624,2020-02-05
2216,-28.81011,-49.36993,500,608,624,2020-02-04
2217,-28.81011,-49.36993,500,608,624,2020-02-04
2218,-28.81011,-49.36993,500,608,632,2020-02-04
2219,-28.81011,-49.36993,500,608,632,2020-02-04
2220,-28.80995,-49.36904,500,608,640,2020-02-04
2221,-28.71842,-49.06126,300,624,624,2019-11-14
2222,-28.71838,-49.06129,300,608,616,2019-11-14
2223,-28.71837,-49.06122,300,608,616,2019-11-14
2224,-28.71836,-49.06124,300,608,616,2019-11-14
2225,-28.71835,-49.06131,300,616,608,2019-11-14
2226,-28.71831,-49.06133,300,608,608,2019-11-14
2227,-28.7183,-49.06133,300,608,616,2019-11-14
2228,-28.7183,-49.06136,300,608,616,2019-11-14
2229,-28.7183,-49.06129,300,608,624,2019-11-14
2230,-28.7183,-49.06129,300,608,616,2019-11-14
2231,-28.71829,-49.0613,300,608,616,2019-11-14
2232,-28.71828,-49.06129,300,608,616,2019-11-14
2233,-28.71828,-49.06134,300,608,616,2019-11-14
2234,-28.71827,-49.06134,300,608,624,2019-11-14
2235,-28.71827,-49.06128,300,608,624,2019-11-14
2236,-28.71826,-49.0614,300,608,616,2019-11-14
2237,-28.71826,-49.06132,300,608,616,2019-11-14
2238,-28.71825,-49.06131,300,608,616,2019-11-14
2239,-28.65304,-49.20581,300,1624,1624,2020-07-23
2240,-28.653,-49.20585,300,1608,1600,2020-07-23
2241,-28.65292,-49.20575,400,1608,1608,2020-07-23
2242,-28.65289,-49.20568,300,1608,1616,2020-07-24
2243,-28.65287,-49.20573,300,1608,1616,2020-07-24
2244,-28.65286,-49.20564,300,1608,1616,2020-07-24
2245,-28.65285,-49.20578,400,1608,1616,2020-07-24
2246,-28.65281,-49.20581,300,1608,1616,2020-07-23
2247,-28.65281,-49.20567,400,1608,1616,2020-07-24
2248,-28.6528,-49.20578,300,1608,1616,2020-07-24
2249,-28.6528,-49.20578,300,1608,1640,2020-07-24
2250,-28.65278,-49.20567,400,1608,1616,2020-07-24
2251,-28.65276,-49.20581,300,1608,1616,2020-07-23
2252,-28.65276,-49.2058,400,1608,1616,2020-07-23
2253,-28.65275,-49.20569,400,1608,1616,2020-07-24
2254,-28.65275,-49.20574,400,1608,1616,2020-07-24
2255,-28.65275,-49.20565,400,1616,1624,2020-07-24
2256,-28.65273,-49.20566,400,1608,1616,2020-07-24
2257,-28.65272,-49.20558,300,1608,1608,2020-07-23
2258,-28.65271,-49.20568,400,1608,1608,2020-07-23
2259,-28.65271,-49.20567,400,1608,1608,2020-07-24
2260,-28.65271,-49.20572,400,1608,1608,2020-07-24
2261,-28.6527,-49.20566,400,1608,1616,2020-07-23
2262,-28.65269,-49.20574,400,1608,1600,2020-07-23
2263,-28.65269,-49.20575,400,1608,1608,2020-07-23
2264,-28.65268,-49.20578,400,1608,1608,2020-07-23
2265,-28.65268,-49.2057,400,1608,1600,2020-07-23
2266,-28.65243,-49.20577,400,1608,1616,2020-07-23
2267,-28.65139,-49.20694,300,1640,1592,2019-11-27
2268,-28.65136,-49.2073,300,1584,1544,2019-11-27
2269,-28.65135,-49.20698,300,1648,1616,2019-11-27
2270,-28.65132,-49.20705,300,1656,1640,2019-11-27
2271,-28.65131,-49.20693,300,1648,1624,2019-11-27
2272,-28.65131,-49.20698,300,1632,1624,2019-11-27
2273,-28.6513,-49.20702,300,1648,1632,2019-11-27
2274,-28.6513,-49.20689,300,1624,1608,2019-11-27
2275,-28.6513,-49.20692,300,1632,1624,2019-11-27
2276,-28.6513,-49.20704,300,1648,1616,2019-11-27
2277,-28.65129,-49.20707,300,1640,1584,2019-11-27
2278,-28.65129,-49.2069,300,1624,1600,2019-11-27
2279,-28.65129,-49.20705,300,1664,1624,2019-11-27
2280,-28.65127,-49.20687,300,1616,1592,2019-11-27
2281,-28.65126,-49.20686,300,1616,1600,2019-11-28
2282,-28.65126,-49.20691,300,1632,1592,2019-11-28
2283,-28.65126,-49.20699,300,1616,1576,2019-11-28
2284,-28.65126,-49.20685,300,576,584,2019-11-28
2285,-28.65126,-49.20693,300,1608,1592,2019-11-27
2286,-28.65126,-49.20691,300,1640,1016,2019-11-27
2287,-28.65125,-49.20687,300,816,768,2019-11-27
2288,-28.65124,-49.20702,300,1624,1600,2019-11-28
2289,-28.65122,-49.20687,300,1624,1600,2019-11-27
2290,-28.65118,-49.20701,300,1624,1688,2019-11-27
2291,-28.65102,-49.2065,300,1648,1624,2019-11-27
2292,-28.65102,-49.20699,300,1632,1600,2019-11-27
2293,-28.60439,-49.03821,300,824,824,2021-01-21
2294,-28.60438,-49.03834,300,808,760,2021-01-21
2295,-28.60428,-49.03817,300,816,800,2021-01-21
2296,-28.60428,-49.03822,300,832,856,2021-01-21
2297,-28.60427,-49.0381,300,808,768,2021-01-21
2298,-28.60426,-49.03809,300,768,736,2021-01-21
2299,-28.60425,-49.03813,300,784,768,2021-01-21
2300,-28.60425,-49.03784,300,808,792,2021-01-21
2301,-28.60423,-49.0381,300,808,792,2021-01-21
2302,-28.6042,-49.03814,300,808,840,2021-01-21
2303,-28.60418,-49.03806,300,848,840,2021-01-21
2304,-28.60418,-49.03821,300,816,792,2021-01-21
2305,-28.60416,-49.03808,300,808,768,2021-01-21
2306,-28.60416,-49.03827,300,816,800,2021-01-21
2307,-28.60414,-49.03816,300,816,872,2021-01-21
2308,-28.60414,-49.03807,300,856,832,2021-01-21
2309,-28.60413,-49.03853,300,816,816,2021-01-21
2310,-28.60413,-49.03843,300,816,792,2021-01-21
2311,-28.6041,-49.03808,300,816,800,2021-01-21
2312,-28.60408,-49.03828,300,824,808,2021-01-21
2313,-28.60407,-49.03829,300,808,792,2021-01-21
2314,-28.60406,-49.03819,300,816,784,2021-01-21
2315,-28.60405,-49.03807,300,808,800,2021-01-21
2316,-28.60404,-49.03811,300,824,808,2021-01-21
2317,-28.60403,-49.03815,300,816,792,2021-01-21
2318,-28.60397,-49.03811,300,808,776,2021-01-21
2319,-28.49669,-48.99547,400,1240,1256,2019-11-25
2320,-28.49667,-48.99544,400,736,720,2019-11-25
2321,-28.49667,-48.99545,400,1216,1248,2019-11-25
2322,-28.49666,-48.99553,400,728,712,2019-11-25
2323,-28.49663,-48.99553,250,640,608,2019-11-26
2324,-28.49662,-48.99543,400,1072,1032,2019-11-25
2325,-28.49662,-48.99553,400,1320,1320,2019-11-25
2326,-28.4966,-48.99558,250,1352,1320,2019-11-26
2327,-28.4966,-48.99548,400,1232,1216,2019-11-25
2328,-28.49659,-48.9956,400,1320,1296,2019-11-25
2329,-28.49659,-48.99545,400,1032,1024,2019-11-25
2330,-28.49658,-48.99546,400,1016,1008,2019-11-25
2331,-28.49658,-48.99552,400,1216,1200,2019-11-25
2332,-28.49657,-48.99546,400,1152,1112,2019-11-26
2333,-28.49657,-48.99548,250,1312,1272,2019-11-25
2334,-28.49657,-48.99561,400,1056,1032,2019-11-25
2335,-28.49657,-48.99539,400,776,728,2019-11-25
2336,-28.49657,-48.99547,400,1312,1288,2019-11-25
2337,-28.49655,-48.99541,400,1168,1184,2019-11-25
2338,-28.49655,-48.99553,400,1320,1280,2019-11-25
2339,-28.49654,-48.99542,400,712,672,2019-11-26
2340,-28.49654,-48.99547,400,720,704,2019-11-25
2341,-28.49654,-48.99555,400,1008,1008,2019-11-25
2342,-28.49654,-48.99555,250,1328,1264,2019-11-25
2343,-28.49653,-48.99561,250,1328,1280,2019-11-26
2344,-28.49653,-48.99549,250,1312,1328,2019-11-26
2345,-28.49653,-48.99536,400,1320,1312,2019-11-25
2346,-28.49652,-48.99536,250,632,424,2019-11-26
2347,-28.49651,-48.99541,400,1312,1320,2019-11-26
2348,-28.49651,-48.99554,400,736,704,2019-11-26
2349,-28.49651,-48.99546,400,1056,1056,2019-11-25
2350,-28.4965,-48.99549,400,1024,1072,2019-11-26
2351,-28.4965,-48.9955,250,1312,1280,2019-11-26
2352,-28.4965,-48.99549,250,1320,1288,2019-11-25
2353,-28.49649,-48.99551,400,1240,1224,2019-11-25
2354,-28.49649,-48.99546,250,1296,1248,2019-11-25
2355,-28.49648,-48.99556,400,1016,984,2019-11-25
2356,-28.49644,-48.99561,250,1312,1192,2019-11-26
2357,-28.49637,-48.9955,400,1040,1016,2019-11-25
2358,-28.49635,-48.99556,250,1344,1312,2019-11-26
2359,-28.49629,-48.9954,400,872,840,2019-11-25
2360,-28.49011,-49.01127,400,1208,1216,2019-10-07
2361,-28.48996,-49.01126,500,1208,1200,2019-10-03
2362,-28.48994,-49.01126,400,1208,1200,2019-10-07
2363,-28.48993,-49.0111,500,1208,1208,2019-10-08
2364,-28.48993,-49.01137,300,1208,1208,2019-10-04
2365,-28.48992,-49.0112,500,1208,1208,2019-10-04
2366,-28.48992,-49.01139,300,1208,1208,2019-10-04
2367,-28.4899,-49.0112,300,1208,1208,2019-10-07
2368,-28.4899,-49.01116,300,1208,1216,2019-10-07
2369,-28.4899,-49.01111,500,1208,1200,2019-10-03
2370,-28.4899,-49.01133,500,1208,1216,2019-10-03
2371,-28.4899,-49.01116,300,1216,1216,2019-10-03
2372,-28.4899,-49.01113,500,1208,1208,2019-10-04
2373,-28.48989,-49.01122,500,1208,1208,2019-10-08
2374,-28.48989,-49.01133,500,1208,1208,2019-10-07
2375,-28.48989,-49.01122,500,1208,1200,2019-10-03
2376,-28.48989,-49.01122,500,1208,1208,2019-10-04
2377,-28.48989,-49.01116,300,1208,1216,2019-10-04
2378,-28.48989,-49.01128,300,1248,1240,2019-10-04
2379,-28.48988,-49.01116,400,1208,1216,2019-10-08
2380,-28.48988,-49.01108,500,1208,1208,2019-10-08
2381,-28.48988,-49.01123,500,1208,1208,2019-10-03
2382,-28.48988,-49.01099,300,1208,1216,2019-10-04
2383,-28.48988,-49.01115,500,1208,1208,2019-10-04
2384,-28.48988,-49.01094,500,1208,1216,2019-10-04
2385,-28.48987,-49.01106,500,1112,1160,2019-10-08
2386,-28.48987,-49.01106,400,1208,1208,2019-10-08
2387,-28.48987,-49.01111,400,1208,1200,2019-10-07
2388,-28.48987,-49.01115,300,1208,1192,2019-10-04
2389,-28.48986,-49.01108,400,1208,1216,2019-10-08
2390,-28.48986,-49.01112,500,1208,1208,2019-10-04
2391,-28.48985,-49.01106,500,1208,1208,2019-10-03
2392,-28.48985,-49.01124,300,1208,1216,2019-10-04
2393,-28.48984,-49.01105,500,1208,1208,2019-10-03
2394,-28.48984,-49.01113,500,1208,1200,2019-10-04
2395,-28.48984,-49.01106,500,1208,1216,2019-10-04
2396,-28.48983,-49.0112,500,1208,1208,2019-10-08
2397,-28.48983,-49.01109,400,1208,1264,2019-10-08
2398,-28.48983,-49.01104,400,1208,1208,2019-10-08
2399,-28.48983,-49.01125,500,1208,1200,2019-10-03
2400,-28.48983,-49.01119,500,1208,1208,2019-10-03
2401,-28.48983,-49.01109,500,1208,1216,2019-10-04
2402,-28.48983,-49.01117,500,1208,1216,2019-10-04
2403,-28.48982,-49.01108,400,1208,1208,2019-10-07
2404,-28.48982,-49.01115,500,1208,1216,2019-10-07
2405,-28.48982,-49.01089,500,1208,1200,2019-10-03
2406,-28.48982,-49.01109,500,1208,1208,2019-10-03
2407,-28.48981,-49.011,300,1208,1216,2019-10-07
2408,-28.4898,-49.01118,500,1208,1208,2019-10-07
2409,-28.4898,-49.01112,400,1208,1216,2019-10-07
2410,-28.4898,-49.011,500,1208,1200,2019-10-07
2411,-28.48979,-49.01103,300,1208,1216,2019-10-07
2412,-28.48978,-49.01102,500,1208,1208,2019-10-03
2413,-28.48978,-49.01095,300,1208,1208,2019-10-04
2414,-28.48977,-49.011,500,1208,1208,2019-10-03
2415,-28.48977,-49.01121,300,1208,1216,2019-10-03
2416,-28.47176,-49.03767,300,1008,1016,2019-11-05
2417,-28.47168,-49.03764,500,1008,1008,2019-11-04
2418,-28.47167,-49.03759,500,1008,1016,2019-11-04
2419,-28.47166,-49.03771,400,1032,1032,2019-11-05
2420,-28.47161,-49.03763,400,1024,1024,2019-11-04
2421,-28.47157,-49.03773,300,1008,1008,2019-11-05
2422,-28.47156,-49.03762,300,1008,1008,2019-11-05
2423,-28.47156,-49.03763,300,1008,1016,2019-11-05
2424,-28.47154,-49.0376,400,1016,1016,2019-11-04
2425,-28.47154,-49.03759,400,1008,1016,2019-11-04
2426,-28.47153,-49.03762,300,1008,1008,2019-11-05
2427,-28.47153,-49.03768,400,1008,1016,2019-11-04
2428,-28.47152,-49.03745,300,1008,1016,2019-11-05
2429,-28.47152,-49.03757,300,1008,1016,2019-11-05
2430,-28.47151,-49.03762,400,1008,1016,2019-11-04
2431,-28.4715,-49.03758,400,1008,1016,2019-11-04
2432,-28.47149,-49.0376,400,1008,1024,2019-11-05
2433,-28.47149,-49.03755,500,1008,1016,2019-11-05
2434,-28.47148,-49.03761,500,1008,1008,2019-11-04
2435,-28.47147,-49.03766,500,1008,1016,2019-11-05
2436,-28.47147,-49.03766,300,1008,1008,2019-11-05
2437,-28.47145,-49.03766,400,1008,1008,2019-11-04
2438,-28.47145,-49.03767,400,1008,1016,2019-11-04
2439,-28.47144,-49.0377,400,1032,1024,2019-11-05
2440,-28.47144,-49.03762,300,1008,1016,2019-11-05
2441,-28.47143,-49.03763,400,1008,1008,2019-11-05
2442,-28.47143,-49.03757,400,1008,1016,2019-11-04
2443,-28.47142,-49.03753,300,1008,1000,2019-11-05
2444,-28.47142,-49.03764,400,1008,1016,2019-11-04
2445,-28.47141,-49.03773,500,1008,1008,2019-11-04
2446,-28.4714,-49.0376,500,1008,1008,2019-11-05
2447,-28.47139,-49.03767,500,1008,1008,2019-11-04
2448,-28.47139,-49.03764,400,1008,1008,2019-11-04
2449,-28.47139,-49.03765,400,1008,1008,2019-11-04
2450,-28.47139,-49.03773,500,1024,1016,2019-11-04
2451,-28.47138,-49.0377,300,1008,1016,2019-11-05
2452,-28.47137,-49.03772,300,1016,1016,2019-11-05
2453,-28.47136,-49.03765,300,1008,1016,2019-11-05
2454,-28.47136,-49.03768,300,1008,1016,2019-11-05
2455,-28.47134,-49.03768,500,1008,1008,2019-11-04
2456,-28.44297,-48.81172,300,1408,1416,2019-11-11
2457,-28.44295,-48.81175,300,1208,1208,2019-11-09
2458,-28.44294,-48.81169,300,1408,1416,2019-11-11
2459,-28.44293,-48.81177,300,1408,1416,2019-11-09
2460,-28.44292,-48.81177,300,1408,1416,2019-11-11
2461,-28.44292,-48.81177,300,1408,1416,2019-11-11
2462,-28.44291,-48.81175,300,1408,1416,2019-11-11
2463,-28.4429,-48.81176,300,1424,1424,2019-11-11
2464,-28.4429,-48.8118,300,1408,1400,2019-11-11
2465,-28.4429,-48.81176,300,1408,1408,2019-11-11
2466,-28.4429,-48.8118,300,1408,1416,2019-11-09
2467,-28.4429,-48.81172,300,1408,1408,2019-11-09
