State,Sector,Year,Value
Hawaii,Population,2002,"1,239,613"
Hawaii,Population,2003,"1,251,154"
Hawaii,Population,2004,"1,273,569"
Hawaii,Population,2005,"1,292,729"
Hawaii,Population,2006,"1,309,731"
Hawaii,Population,2007,"1,315,675"
Hawaii,Population,2008,"1,332,213"
Hawaii,Population,2009,"1,346,717"
Hawaii,Population,2010,"1,360,301"
Idaho,Commercial,1990,0.802650553
Idaho,Commercial,1991,0.948806936
Idaho,Commercial,1992,0.867534793
Idaho,Commercial,1993,0.841513614
Idaho,Commercial,1994,0.82768726
Idaho,Commercial,1995,0.848524858
Idaho,Commercial,1996,0.973270205
Idaho,Commercial,1997,0.880305802
Idaho,Commercial,1998,0.943417163
Idaho,Commercial,1999,1.08054154
Idaho,Commercial,2000,1.073194511
Idaho,Commercial,2001,1.033701563
Idaho,Commercial,2002,0.983727849
Idaho,Commercial,2003,0.863994435
Idaho,Commercial,2004,0.977609569
Idaho,Commercial,2005,0.995467811
Idaho,Commercial,2006,0.99445245
Idaho,Commercial,2007,1.059500061
Idaho,Commercial,2008,1.119004276
Idaho,Commercial,2009,1.046712015
Idaho,Commercial,2010,1.072418931
Idaho,Electric Power,1990,0.000682239
Idaho,Electric Power,1991,0.000383948
Idaho,Electric Power,1992,0.000462718
Idaho,Electric Power,1993,9.7709E-05
Idaho,Electric Power,1994,3.48656E-05
Idaho,Electric Power,1995,0.0002772
Idaho,Electric Power,1996,0.010255004
Idaho,Electric Power,1997,0.097787269
Idaho,Electric Power,1998,0.096802811
Idaho,Electric Power,1999,0.097474466
Idaho,Electric Power,2000,0.096620975
Idaho,Electric Power,2001,0.574382255
Idaho,Electric Power,2002,0.141178374
Idaho,Electric Power,2003,0.509909623
Idaho,Electric Power,2004,0.648336316
Idaho,Electric Power,2005,0.618429016
Idaho,Electric Power,2006,0.52321372
Idaho,Electric Power,2007,0.679379967
Idaho,Electric Power,2008,0.674909726
Idaho,Electric Power,2009,0.676060351
Idaho,Electric Power,2010,0.667011913
Idaho,Industrial,1990,3.457518186
Idaho,Industrial,1991,4.006124497
Idaho,Industrial,1992,3.342633253
Idaho,Industrial,1993,3.467024078
Idaho,Industrial,1994,3.559875288
Idaho,Industrial,1995,3.772230291
Idaho,Industrial,1996,3.852276656
Idaho,Industrial,1997,3.62568477
Idaho,Industrial,1998,3.663322439
Idaho,Industrial,1999,3.669195097
Idaho,Industrial,2000,4.178071422
Idaho,Industrial,2001,3.967273454
Idaho,Industrial,2002,3.75418814
Idaho,Industrial,2003,3.394310798
Idaho,Industrial,2004,3.815053377
Idaho,Industrial,2005,3.951044752
Idaho,Industrial,2006,3.442768698
Idaho,Industrial,2007,3.472756129
Idaho,Industrial,2008,3.324330774
Idaho,Industrial,2009,3.282633389
Idaho,Industrial,2010,3.467396005
Idaho,Residential,1990,0.789536044
Idaho,Residential,1991,0.905783682
Idaho,Residential,1992,0.810380505
Idaho,Residential,1993,1.008031671
Idaho,Residential,1994,0.941943297
Idaho,Residential,1995,0.991690437
Idaho,Residential,1996,1.087032819
Idaho,Residential,1997,1.116102331
Idaho,Residential,1998,1.094315314
Idaho,Residential,1999,1.354406156
Idaho,Residential,2000,1.515604925
Idaho,Residential,2001,1.438001462
Idaho,Residential,2002,1.423374896
Idaho,Residential,2003,1.303728888
Idaho,Residential,2004,1.559382239
Idaho,Residential,2005,1.549749561
Idaho,Residential,2006,1.621276215
Idaho,Residential,2007,1.595093431
Idaho,Residential,2008,1.822065028
Idaho,Residential,2009,1.71486209
Idaho,Residential,2010,1.612503296
Idaho,Transportation,1990,6.348511098
Idaho,Transportation,1991,6.204594807
Idaho,Transportation,1992,6.337898304
Idaho,Transportation,1993,7.195052303
Idaho,Transportation,1994,7.314491394
Idaho,Transportation,1995,7.807701788
Idaho,Transportation,1996,7.946841768
Idaho,Transportation,1997,8.157831883
Idaho,Transportation,1998,8.314486533
Idaho,Transportation,1999,8.773538848
Idaho,Transportation,2000,8.812350015
Idaho,Transportation,2001,8.604176479
Idaho,Transportation,2002,8.755726589
Idaho,Transportation,2003,8.26829165
Idaho,Transportation,2004,8.695719449
Idaho,Transportation,2005,8.6985652
Idaho,Transportation,2006,9.297950653
Idaho,Transportation,2007,9.629204133
Idaho,Transportation,2008,8.945098939
Idaho,Transportation,2009,8.742041416
Idaho,Transportation,2010,9.498230904
Idaho,Population,1990,"1,012,384"
Idaho,Population,1991,"1,041,316"
Idaho,Population,1992,"1,071,685"
Idaho,Population,1993,"1,108,768"
Idaho,Population,1994,"1,145,140"
Idaho,Population,1995,"1,177,322"
Idaho,Population,1996,"1,203,083"
Idaho,Population,1997,"1,228,520"
Idaho,Population,1998,"1,252,330"
Idaho,Population,1999,"1,275,674"
Idaho,Population,2000,"1,293,953"
Idaho,Population,2001,"1,319,962"
Idaho,Population,2002,"1,340,372"
Idaho,Population,2003,"1,363,380"
Idaho,Population,2004,"1,391,802"
Idaho,Population,2005,"1,428,241"
Idaho,Population,2006,"1,468,669"
Idaho,Population,2007,"1,505,105"
Idaho,Population,2008,"1,534,320"
Idaho,Population,2009,"1,554,439"
Idaho,Population,2010,"1,567,582"
Illinois,Commercial,1990,12.50607676
Illinois,Commercial,1991,11.9717854
Illinois,Commercial,1992,12.2083021
Illinois,Commercial,1993,12.54919324
Illinois,Commercial,1994,12.27490446
Illinois,Commercial,1995,12.49095301
Illinois,Commercial,1996,13.30264478
Illinois,Commercial,1997,12.88709944
Illinois,Commercial,1998,11.03005228
Illinois,Commercial,1999,11.5600733
Illinois,Commercial,2000,12.37338487
Illinois,Commercial,2001,11.75192752
Illinois,Commercial,2002,12.39446304
Illinois,Commercial,2003,12.85525816
Illinois,Commercial,2004,12.19364684
Illinois,Commercial,2005,11.82936132
Illinois,Commercial,2006,11.58409175
Illinois,Commercial,2007,11.8287388
Illinois,Commercial,2008,13.16472792
Illinois,Commercial,2009,13.19349738
Illinois,Commercial,2010,11.65919615
Illinois,Electric Power,1990,56.62700165
Illinois,Electric Power,1991,57.68436837
Illinois,Electric Power,1992,52.55061196
Illinois,Electric Power,1993,63.63139887
Illinois,Electric Power,1994,66.10712576
Illinois,Electric Power,1995,66.87439128
Illinois,Electric Power,1996,74.52226456
Illinois,Electric Power,1997,79.61624207
Illinois,Electric Power,1998,77.21739466
Illinois,Electric Power,1999,77.73493375
Illinois,Electric Power,2000,83.86904155
Illinois,Electric Power,2001,83.96826811
Illinois,Electric Power,2002,86.38258181
Illinois,Electric Power,2003,86.38304988
Illinois,Electric Power,2004,91.95225765
Illinois,Electric Power,2005,91.32893304
Illinois,Electric Power,2006,89.8726857
Illinois,Electric Power,2007,94.7313958
Illinois,Electric Power,2008,94.58554373
Illinois,Electric Power,2009,88.3932088
Illinois,Electric Power,2010,92.01305259
Illinois,Industrial,1990,43.9415369
Illinois,Industrial,1991,44.36418962
Illinois,Industrial,1992,44.18569702
Illinois,Industrial,1993,44.22208473
Illinois,Industrial,1994,45.25411414
Illinois,Industrial,1995,45.4480614
Illinois,Industrial,1996,46.74610221
Illinois,Industrial,1997,47.99102283
Illinois,Industrial,1998,45.44558538
Illinois,Industrial,1999,44.98043759
Illinois,Industrial,2000,42.80949386
Illinois,Industrial,2001,38.8834365
Illinois,Industrial,2002,38.34823139
Illinois,Industrial,2003,37.25328969
Illinois,Industrial,2004,36.95969049
Illinois,Industrial,2005,37.58049908
Illinois,Industrial,2006,37.31470608
Illinois,Industrial,2007,37.82427451
Illinois,Industrial,2008,36.31755676
Illinois,Industrial,2009,31.22289293
Illinois,Industrial,2010,35.36881544
Illinois,Residential,1990,25.46792375
Illinois,Residential,1991,26.79559661
Illinois,Residential,1992,27.07939883
Illinois,Residential,1993,28.18074122
Illinois,Residential,1994,26.96211512
Illinois,Residential,1995,28.42091575
Illinois,Residential,1996,30.74466266
Illinois,Residential,1997,28.59263427
Illinois,Residential,1998,23.55384128
Illinois,Residential,1999,26.14770648
Illinois,Residential,2000,26.87856462
Illinois,Residential,2001,24.30492896
Illinois,Residential,2002,26.17845565
Illinois,Residential,2003,26.77545238
Illinois,Residential,2004,25.06517513
Illinois,Residential,2005,24.72959061
Illinois,Residential,2006,22.68234738
Illinois,Residential,2007,24.66974131
Illinois,Residential,2008,26.8723116
Illinois,Residential,2009,25.27447775
Illinois,Residential,2010,23.92211259
Illinois,Transportation,1990,54.38121606
Illinois,Transportation,1991,52.10897304
Illinois,Transportation,1992,52.93824576
Illinois,Transportation,1993,56.1425192
Illinois,Transportation,1994,54.07417897
Illinois,Transportation,1995,55.58559024
Illinois,Transportation,1996,57.63898229
Illinois,Transportation,1997,57.98698746
Illinois,Transportation,1998,59.14565338
Illinois,Transportation,1999,65.31765106
Illinois,Transportation,2000,67.04408207
Illinois,Transportation,2001,64.76976823
Illinois,Transportation,2002,62.66690308
Illinois,Transportation,2003,65.06173909
Illinois,Transportation,2004,69.30333842
Illinois,Transportation,2005,76.98527436
Illinois,Transportation,2006,73.34195168
Illinois,Transportation,2007,73.69472323
Illinois,Transportation,2008,70.33807454
Illinois,Transportation,2009,68.18838658
Illinois,Transportation,2010,67.73788706
Illinois,Population,1990,"11,453,316"
Illinois,Population,1991,"11,568,964"
Illinois,Population,1992,"11,694,184"
Illinois,Population,1993,"11,809,579"
Illinois,Population,1994,"11,912,585"
Illinois,Population,1995,"12,008,437"
Illinois,Population,1996,"12,101,997"
Illinois,Population,1997,"12,185,715"
Illinois,Population,1998,"12,271,847"
Illinois,Population,1999,"12,359,020"
Illinois,Population,2000,"12,419,293"
Illinois,Population,2001,"12,488,445"
Illinois,Population,2002,"12,525,556"
Illinois,Population,2003,"12,556,006"
Illinois,Population,2004,"12,589,773"
Illinois,Population,2005,"12,609,903"
Illinois,Population,2006,"12,643,955"
Illinois,Population,2007,"12,695,866"
Illinois,Population,2008,"12,747,038"
Illinois,Population,2009,"12,796,778"
Illinois,Population,2010,"12,830,632"
Indiana,Commercial,1990,5.452889268
Indiana,Commercial,1991,5.286024317
Indiana,Commercial,1992,5.479511247
Indiana,Commercial,1993,5.750293627
Indiana,Commercial,1994,5.580133552
Indiana,Commercial,1995,5.668427155
Indiana,Commercial,1996,6.02041459
Indiana,Commercial,1997,5.856005514
Indiana,Commercial,1998,5.520244166
Indiana,Commercial,1999,5.470507687
Indiana,Commercial,2000,6.255283361
Indiana,Commercial,2001,5.64156303
Indiana,Commercial,2002,5.871563351
Indiana,Commercial,2003,6.723501112
Indiana,Commercial,2004,6.394387135
Indiana,Commercial,2005,5.44734552
Indiana,Commercial,2006,4.718487222
Indiana,Commercial,2007,5.077964391
Indiana,Commercial,2008,6.099560319
Indiana,Commercial,2009,5.748771857
Indiana,Commercial,2010,5.37106848
Indiana,Electric Power,1990,94.91039603
Indiana,Electric Power,1991,94.86983594
Indiana,Electric Power,1992,93.25382957
Indiana,Electric Power,1993,96.69128451
Indiana,Electric Power,1994,100.0247308
Indiana,Electric Power,1995,101.7670279
Indiana,Electric Power,1996,103.3463136
Indiana,Electric Power,1997,107.9299909
Indiana,Electric Power,1998,108.5938502
Indiana,Electric Power,1999,110.9728032
Indiana,Electric Power,2000,117.26998
Indiana,Electric Power,2001,112.3258132
Indiana,Electric Power,2002,111.6680015
Indiana,Electric Power,2003,113.401411
Indiana,Electric Power,2004,115.8530121
Indiana,Electric Power,2005,118.8459291
Indiana,Electric Power,2006,118.7484184
Indiana,Electric Power,2007,118.7966162
Indiana,Electric Power,2008,119.1081863
Indiana,Electric Power,2009,106.0311078
Indiana,Electric Power,2010,111.1366606
Indiana,Industrial,1990,53.90432086
Indiana,Industrial,1991,51.34080302
Indiana,Industrial,1992,50.50598234
Indiana,Industrial,1993,47.30386048
Indiana,Industrial,1994,43.40710121
Indiana,Industrial,1995,45.49125752
Indiana,Industrial,1996,47.64178103
Indiana,Industrial,1997,49.03141965
Indiana,Industrial,1998,48.65866031
Indiana,Industrial,1999,49.95307549
Indiana,Industrial,2000,52.74377409
Indiana,Industrial,2001,54.38497395
Indiana,Industrial,2002,54.07158157
Indiana,Industrial,2003,54.58147443
Indiana,Industrial,2004,56.85712508
Indiana,Industrial,2005,53.41942285
Indiana,Industrial,2006,53.33559796
Indiana,Industrial,2007,52.68304287
Indiana,Industrial,2008,49.89976221
Indiana,Industrial,2009,43.96698213
Indiana,Industrial,2010,48.05458413
Indiana,Residential,1990,9.636582845
Indiana,Residential,1991,9.845282682
Indiana,Residential,1992,10.05667999
Indiana,Residential,1993,10.86259354
Indiana,Residential,1994,10.29492262
Indiana,Residential,1995,10.35445714
Indiana,Residential,1996,11.69991293
Indiana,Residential,1997,11.03779664
Indiana,Residential,1998,9.111656488
Indiana,Residential,1999,10.35988922
Indiana,Residential,2000,10.62612961
Indiana,Residential,2001,9.440745023
Indiana,Residential,2002,10.17993393
Indiana,Residential,2003,11.09165435
Indiana,Residential,2004,9.653875063
Indiana,Residential,2005,9.485424857
Indiana,Residential,2006,8.041021478
Indiana,Residential,2007,9.044333899
Indiana,Residential,2008,9.774321809
Indiana,Residential,2009,8.967776638
Indiana,Residential,2010,8.714442043
Indiana,Transportation,1990,40.86725612
Indiana,Transportation,1991,39.82165446
Indiana,Transportation,1992,39.25953169
Indiana,Transportation,1993,41.2953374
Indiana,Transportation,1994,42.76814606
Indiana,Transportation,1995,43.9084417
Indiana,Transportation,1996,43.17435586
Indiana,Transportation,1997,43.24158344
Indiana,Transportation,1998,43.64438886
Indiana,Transportation,1999,44.52234471
Indiana,Transportation,2000,46.55934041
Indiana,Transportation,2001,42.55048578
Indiana,Transportation,2002,45.87478432
Indiana,Transportation,2003,47.01851719
Indiana,Transportation,2004,45.16212888
Indiana,Transportation,2005,45.42303037
Indiana,Transportation,2006,46.45357152
Indiana,Transportation,2007,45.51104315
Indiana,Transportation,2008,43.17416991
Indiana,Transportation,2009,41.08497124
Indiana,Transportation,2010,42.52684616
Indiana,Population,1990,"5,557,798"
Indiana,Population,1991,"5,616,388"
Indiana,Population,1992,"5,674,547"
Indiana,Population,1993,"5,739,019"
Indiana,Population,1994,"5,793,526"
Indiana,Population,1995,"5,851,459"
Indiana,Population,1996,"5,906,013"
Indiana,Population,1997,"5,955,267"
Indiana,Population,1998,"5,998,880"
Indiana,Population,1999,"6,044,969"
Indiana,Population,2000,"6,080,485"
Indiana,Population,2001,"6,127,760"
Indiana,Population,2002,"6,155,967"
Indiana,Population,2003,"6,196,638"
Indiana,Population,2004,"6,233,007"
Indiana,Population,2005,"6,278,616"
Indiana,Population,2006,"6,332,669"
Indiana,Population,2007,"6,379,599"
Indiana,Population,2008,"6,424,806"
Indiana,Population,2009,"6,459,325"
Indiana,Population,2010,"6,483,802"
Iowa,Commercial,1990,3.187376399
Iowa,Commercial,1991,3.503424776
Iowa,Commercial,1992,3.125801721
Iowa,Commercial,1993,3.300822263
Iowa,Commercial,1994,2.916699014
Iowa,Commercial,1995,3.16012126
Iowa,Commercial,1996,3.745735446
Iowa,Commercial,1997,3.847908298
Iowa,Commercial,1998,3.354895404
Iowa,Commercial,1999,3.761806948
Iowa,Commercial,2000,3.539507749
Iowa,Commercial,2001,3.519402972
Iowa,Commercial,2002,3.633906478
Iowa,Commercial,2003,3.757854446
Iowa,Commercial,2004,3.467549775
Iowa,Commercial,2005,3.470797438
Iowa,Commercial,2006,3.828175082
Iowa,Commercial,2007,3.93482563
Iowa,Commercial,2008,4.335732748
Iowa,Commercial,2009,4.631640702
Iowa,Commercial,2010,4.449134167
Iowa,Electric Power,1990,26.65065649
Iowa,Electric Power,1991,27.50073854
Iowa,Electric Power,1992,26.5136268
Iowa,Electric Power,1993,28.38056951
Iowa,Electric Power,1994,28.36744043
Iowa,Electric Power,1995,30.32209157
Iowa,Electric Power,1996,30.27819431
Iowa,Electric Power,1997,30.87212578
Iowa,Electric Power,1998,33.7329826
Iowa,Electric Power,1999,33.79365303
Iowa,Electric Power,2000,35.56601111
Iowa,Electric Power,2001,35.62063064
Iowa,Electric Power,2002,35.29897306
Iowa,Electric Power,2003,35.46018211
Iowa,Electric Power,2004,35.92751365
Iowa,Electric Power,2005,35.1968671
Iowa,Electric Power,2006,35.48273684
Iowa,Electric Power,2007,38.68224711
Iowa,Electric Power,2008,40.39287197
Iowa,Electric Power,2009,36.55325596
Iowa,Electric Power,2010,40.09793188
Iowa,Industrial,1990,12.74372693
Iowa,Industrial,1991,13.71059045
Iowa,Industrial,1992,14.176419
Iowa,Industrial,1993,14.73439618
Iowa,Industrial,1994,15.52892398
Iowa,Industrial,1995,15.92352004
Iowa,Industrial,1996,15.96128906
Iowa,Industrial,1997,15.72835909
Iowa,Industrial,1998,15.83625937
Iowa,Industrial,1999,15.96814844
Iowa,Industrial,2000,15.59927451
Iowa,Industrial,2001,15.19331103
Iowa,Industrial,2002,15.05150681
Iowa,Industrial,2003,14.05917325
Iowa,Industrial,2004,14.86903247
Iowa,Industrial,2005,15.01885487
Iowa,Industrial,2006,15.49705739
Iowa,Industrial,2007,17.13558474
Iowa,Industrial,2008,17.61582145
Iowa,Industrial,2009,17.60909563
Iowa,Industrial,2010,19.08876317
Iowa,Residential,1990,5.015484099
Iowa,Residential,1991,5.535276541
Iowa,Residential,1992,5.204415721
Iowa,Residential,1993,5.821799712
Iowa,Residential,1994,5.568477605
Iowa,Residential,1995,5.746475374
Iowa,Residential,1996,6.435503181
Iowa,Residential,1997,6.020096738
Iowa,Residential,1998,5.055198479
Iowa,Residential,1999,5.526263706
Iowa,Residential,2000,5.557311688
Iowa,Residential,2001,4.900099809
Iowa,Residential,2002,5.255054283
Iowa,Residential,2003,5.358939866
Iowa,Residential,2004,4.846016402
Iowa,Residential,2005,4.830701111
Iowa,Residential,2006,4.496703314
Iowa,Residential,2007,4.827809812
Iowa,Residential,2008,5.550512927
Iowa,Residential,2009,5.210723438
Iowa,Residential,2010,4.887865154
Iowa,Transportation,1990,16.31661457
Iowa,Transportation,1991,15.73441306
Iowa,Transportation,1992,15.54496848
Iowa,Transportation,1993,16.2021084
Iowa,Transportation,1994,17.12170911
Iowa,Transportation,1995,17.78766719
Iowa,Transportation,1996,19.05550108
Iowa,Transportation,1997,18.57345902
Iowa,Transportation,1998,19.21264123
Iowa,Transportation,1999,19.06231805
Iowa,Transportation,2000,18.74096857
Iowa,Transportation,2001,18.63263145
Iowa,Transportation,2002,19.23673101
Iowa,Transportation,2003,19.27076226
Iowa,Transportation,2004,20.52660636
Iowa,Transportation,2005,21.25359227
Iowa,Transportation,2006,21.82013666
Iowa,Transportation,2007,22.3149873
Iowa,Transportation,2008,21.54467034
Iowa,Transportation,2009,20.99507405
Iowa,Transportation,2010,21.72307655
Iowa,Population,1990,"2,781,018"
Iowa,Population,1991,"2,797,613"
Iowa,Population,1992,"2,818,401"
Iowa,Population,1993,"2,836,972"
Iowa,Population,1994,"2,850,746"
Iowa,Population,1995,"2,867,373"
Iowa,Population,1996,"2,880,000"
Iowa,Population,1997,"2,891,119"
Iowa,Population,1998,"2,902,872"
Iowa,Population,1999,"2,917,634"
Iowa,Population,2000,"2,926,324"
Iowa,Population,2001,"2,931,997"
Iowa,Population,2002,"2,934,234"
Iowa,Population,2003,"2,941,999"
Iowa,Population,2004,"2,953,635"
Iowa,Population,2005,"2,964,454"
Iowa,Population,2006,"2,982,644"
Iowa,Population,2007,"2,999,212"
Iowa,Population,2008,"3,016,734"
Iowa,Population,2009,"3,032,870"
Iowa,Population,2010,"3,046,355"
Kansas,Commercial,1990,3.221961946
Kansas,Commercial,1991,3.383575237
Kansas,Commercial,1992,3.124453828
Kansas,Commercial,1993,3.320202189
Kansas,Commercial,1994,3.086494939
Kansas,Commercial,1995,3.218948024
Kansas,Commercial,1996,3.514812503
Kansas,Commercial,1997,2.52944195
Kansas,Commercial,1998,2.544124665
Kansas,Commercial,1999,2.398840893
Kansas,Commercial,2000,2.534814333
Kansas,Commercial,2001,2.44007928
Kansas,Commercial,2002,2.439645153
Kansas,Commercial,2003,2.408364092
Kansas,Commercial,2004,2.325970625
Kansas,Commercial,2005,1.799821143
Kansas,Commercial,2006,1.695222232
Kansas,Commercial,2007,1.854258414
Kansas,Commercial,2008,2.095160221
Kansas,Commercial,2009,2.016139831
Kansas,Commercial,2010,2.041704572
Kansas,Electric Power,1990,27.11102809
Kansas,Electric Power,1991,27.24392447
Kansas,Electric Power,1992,24.63457332
Kansas,Electric Power,1993,29.9230097
Kansas,Electric Power,1994,29.95937346
Kansas,Electric Power,1995,28.91622729
Kansas,Electric Power,1996,33.19259355
Kansas,Electric Power,1997,30.94834686
Kansas,Electric Power,1998,30.59600316
Kansas,Electric Power,1999,32.45987531
Kansas,Electric Power,2000,35.4575562
Kansas,Electric Power,2001,34.29405791
Kansas,Electric Power,2002,37.46100053
Kansas,Electric Power,2003,37.28763879
Kansas,Electric Power,2004,36.57001745
Kansas,Electric Power,2005,36.35625269
Kansas,Electric Power,2006,34.48479
Kansas,Electric Power,2007,37.84505444
Kansas,Electric Power,2008,35.71449098
Kansas,Electric Power,2009,34.68977975
Kansas,Electric Power,2010,34.77294726
Kansas,Industrial,1990,15.87820152
Kansas,Industrial,1991,15.46339511
Kansas,Industrial,1992,16.29385792
Kansas,Industrial,1993,16.1896026
Kansas,Industrial,1994,18.12066296
Kansas,Industrial,1995,14.68451536
Kansas,Industrial,1996,14.65056303
Kansas,Industrial,1997,15.5419633
Kansas,Industrial,1998,13.92228086
Kansas,Industrial,1999,13.66472887
Kansas,Industrial,2000,13.70390666
Kansas,Industrial,2001,12.5827405
Kansas,Industrial,2002,13.34444016
Kansas,Industrial,2003,13.89597734
Kansas,Industrial,2004,13.55398806
Kansas,Industrial,2005,12.11513365
Kansas,Industrial,2006,13.45836243
Kansas,Industrial,2007,15.18107044
Kansas,Industrial,2008,14.0420868
Kansas,Industrial,2009,12.98963339
Kansas,Industrial,2010,13.71287764
Kansas,Residential,1990,4.087835334
Kansas,Residential,1991,4.344291502
Kansas,Residential,1992,4.027833935
Kansas,Residential,1993,4.741386576
Kansas,Residential,1994,4.211388558
Kansas,Residential,1995,4.418630472
Kansas,Residential,1996,5.035610964
Kansas,Residential,1997,4.298943982
Kansas,Residential,1998,4.339129413
Kansas,Residential,1999,4.576015093
Kansas,Residential,2000,4.435361708
Kansas,Residential,2001,4.226639095
Kansas,Residential,2002,4.366204252
Kansas,Residential,2003,4.394115835
Kansas,Residential,2004,4.056235422
Kansas,Residential,2005,4.027386705
Kansas,Residential,2006,3.473338298
Kansas,Residential,2007,3.90666631
Kansas,Residential,2008,4.513624698
Kansas,Residential,2009,4.458257298
Kansas,Residential,2010,4.509205485
Kansas,Transportation,1990,19.30166233
Kansas,Transportation,1991,18.02022776
Kansas,Transportation,1992,17.79507118
Kansas,Transportation,1993,18.11560549
Kansas,Transportation,1994,17.12716269
Kansas,Transportation,1995,19.03291877
Kansas,Transportation,1996,18.89524456
Kansas,Transportation,1997,18.71332009
Kansas,Transportation,1998,18.76024878
Kansas,Transportation,1999,19.84022413
Kansas,Transportation,2000,18.79037831
Kansas,Transportation,2001,17.5322229
Kansas,Transportation,2002,17.88289914
Kansas,Transportation,2003,19.51721747
Kansas,Transportation,2004,19.09973938
Kansas,Transportation,2005,17.87919312
Kansas,Transportation,2006,19.04511297
Kansas,Transportation,2007,19.53730607
Kansas,Transportation,2008,18.95306116
Kansas,Transportation,2009,19.06219586
Kansas,Transportation,2010,18.16082472
Kansas,Population,1990,"2,481,349"
Kansas,Population,1991,"2,498,722"
Kansas,Population,1992,"2,532,394"
Kansas,Population,1993,"2,556,547"
Kansas,Population,1994,"2,580,513"
Kansas,Population,1995,"2,601,007"
Kansas,Population,1996,"2,614,554"
Kansas,Population,1997,"2,635,292"
Kansas,Population,1998,"2,660,598"
Kansas,Population,1999,"2,678,338"
Kansas,Population,2000,"2,688,418"
Kansas,Population,2001,"2,702,162"
Kansas,Population,2002,"2,713,535"
Kansas,Population,2003,"2,723,004"
Kansas,Population,2004,"2,734,373"
Kansas,Population,2005,"2,745,299"
Kansas,Population,2006,"2,762,931"
Kansas,Population,2007,"2,783,785"
Kansas,Population,2008,"2,808,076"
Kansas,Population,2009,"2,832,704"
Kansas,Population,2010,"2,853,118"
Kentucky,Commercial,1990,2.628446157
Kentucky,Commercial,1991,2.77160725
Kentucky,Commercial,1992,2.965701302
Kentucky,Commercial,1993,3.029962509
Kentucky,Commercial,1994,3.149736267
Kentucky,Commercial,1995,3.135832774
Kentucky,Commercial,1996,3.202672901
Kentucky,Commercial,1997,3.405636473
Kentucky,Commercial,1998,2.896122947
Kentucky,Commercial,1999,3.44285448
Kentucky,Commercial,2000,3.170456576
Kentucky,Commercial,2001,2.983454111
Kentucky,Commercial,2002,3.050368863
Kentucky,Commercial,2003,2.952784791
Kentucky,Commercial,2004,3.054655112
Kentucky,Commercial,2005,3.040468814
Kentucky,Commercial,2006,2.458795835
Kentucky,Commercial,2007,2.503032595
Kentucky,Commercial,2008,2.516360069
Kentucky,Commercial,2009,2.342654698
Kentucky,Commercial,2010,2.351568674
Kentucky,Electric Power,1990,66.09166518
Kentucky,Electric Power,1991,67.23394164
Kentucky,Electric Power,1992,68.27241488
Kentucky,Electric Power,1993,76.43575987
Kentucky,Electric Power,1994,74.89394995
Kentucky,Electric Power,1995,77.26155761
Kentucky,Electric Power,1996,79.59270117
Kentucky,Electric Power,1997,82.5113838
Kentucky,Electric Power,1998,82.1907959
Kentucky,Electric Power,1999,84.60693898
Kentucky,Electric Power,2000,86.22362755
Kentucky,Electric Power,2001,87.22222461
Kentucky,Electric Power,2002,86.94555717
Kentucky,Electric Power,2003,85.08705825
Kentucky,Electric Power,2004,87.07684484
Kentucky,Electric Power,2005,90.1782071
Kentucky,Electric Power,2006,92.99839504
Kentucky,Electric Power,2007,92.20081893
Kentucky,Electric Power,2008,92.87224869
Kentucky,Electric Power,2009,85.01197869
Kentucky,Electric Power,2010,91.90012014
Kentucky,Industrial,1990,19.81003469
Kentucky,Industrial,1991,18.23310732
Kentucky,Industrial,1992,19.23511228
Kentucky,Industrial,1993,19.94419233
Kentucky,Industrial,1994,19.80581924
Kentucky,Industrial,1995,21.28999559
Kentucky,Industrial,1996,21.79538654
Kentucky,Industrial,1997,20.81939524
Kentucky,Industrial,1998,20.2213207
Kentucky,Industrial,1999,20.06178436
Kentucky,Industrial,2000,19.06911457
Kentucky,Industrial,2001,22.17320129
Kentucky,Industrial,2002,21.54044025
Kentucky,Industrial,2003,20.66897973
Kentucky,Industrial,2004,23.36863639
Kentucky,Industrial,2005,23.06736613
Kentucky,Industrial,2006,24.44764907
Kentucky,Industrial,2007,23.37001196
Kentucky,Industrial,2008,22.44418062
Kentucky,Industrial,2009,20.91797728
Kentucky,Industrial,2010,19.57733151
Kentucky,Residential,1990,4.053442165
Kentucky,Residential,1991,4.352439714
Kentucky,Residential,1992,4.526791406
Kentucky,Residential,1993,4.891932063
Kentucky,Residential,1994,4.646693895
Kentucky,Residential,1995,4.908338535
Kentucky,Residential,1996,5.132286686
Kentucky,Residential,1997,4.969064795
Kentucky,Residential,1998,4.159881379
Kentucky,Residential,1999,4.614389048
Kentucky,Residential,2000,4.644166486
Kentucky,Residential,2001,3.938198918
Kentucky,Residential,2002,4.042377011
Kentucky,Residential,2003,4.30355661
Kentucky,Residential,2004,3.965660893
Kentucky,Residential,2005,3.884999983
Kentucky,Residential,2006,3.249029268
Kentucky,Residential,2007,3.482288707
Kentucky,Residential,2008,3.732878779
Kentucky,Residential,2009,3.649750331
Kentucky,Residential,2010,3.708079036
Kentucky,Transportation,1990,26.39900971
Kentucky,Transportation,1991,26.38615834
Kentucky,Transportation,1992,27.58985797
Kentucky,Transportation,1993,28.96053415
Kentucky,Transportation,1994,28.66263891
Kentucky,Transportation,1995,29.76358839
Kentucky,Transportation,1996,27.98359742
